文章,发表年份,主题词
互联网供应链金融在医疗行业中的应用研究——以青岛大学附属医院智慧供应链金融为例.pdf,2018,"['互联网供应链金融', '医疗行业', '产业链', '青岛大学附属医院', '公立医院', '智慧供应链金融']"
医院智慧党建平台构建研究与设计.pdf,2018,"['智慧党建', '互联网+', '信息化']"
浙江省新昌县人民医院信息化让小县城拥有大医疗.pdf,2019,"['县医院', '信息化建设', '智慧医院', '远程诊疗', '医疗质量', '患者满意度', '区域医学共享中心', '移动医疗', '电子病历', '医疗信息化']"
北京市市属医院智慧服务患者就医体验及影响因素研究_易敏.pdf,2024,"['医院智慧服务', '患者就医体验', '多中心调研']"
人工智能视角下公立医院智能财务实施路径和具体应用研究_王琳朝.pdf,2021,"['人工智能', '智能财务', '公立医院']"
利用信息技术实现社区居民健康管理探讨.pdf,2012,"['信息技术', '社区居民', '健康管理']"
智慧医院建设中的动线流程设计与探讨.pdf,2017,"['智慧医院', '动线流程', '医院设计', '流线设计', '人流', '物流', '车流', '信息流']"
海南自贸港建设背景下互联网+时代智慧医院档案管理的实施困境与优化策略.pdf,2022,"['海南自贸港建设背景', '互联网+时代', '智慧医院档案管理', '实施困境', '优化策略']"
基于人性化理念的智慧医院建设实践.pdf,2023,"['智慧医院', '医疗服务', '人性化理念']"
"13部门发文力推互联网医疗,建设智慧医院、鼓励在线购药.pdf",2020,"['互联网医疗', '智慧医院', '医疗数据共享', '线上医疗纠纷处理', '人工智能算法', '心房纤颤监测', '深度学习算法']"
浅析大型医院基建管理中的问题与对策.pdf,2021,"['医院建设', '基建管理', '大型医院']"
协和深圳医院：数据链上的防疫战.pdf,2020,"['智慧医院', '数据共享', '信息化', '疫情防控', '大数据', '5G', '医疗信息化', '数据链协同', '互联网医院', '区块链', '穿戴技术']"
强专科、精综合，打造百姓满意的社区卫生服务机构.pdf,2024,"['特色专科建设', '皮肤科', '眼科', '妇科', '智慧医院', '医养结合', '社区卫生服务']"
医院智慧财务信息化升级路径研究.pdf,2021,"['智慧财务', '财务信息化', '银医直联', '业财融合', '大数据', '人工智能', '云计算', '区块链', '财务流程自动化', '智能自动化', '财务管理数字化转型']"
智慧医院智能化系统设计.pdf,2017,"['智慧医院', '智慧医疗', '物联网技术', '资源共享', '互联互通', '统一视频服务平台', '建筑集成管理系统', '能耗监测']"
基于新型室内定位技术的智慧医院导航系统架构与实现.pdf,2021,"['医院智慧导航系统', '室内定位技术', '减少寻路时间']"
高质量发展下公立医院财务会计转型的路径研究.pdf,2023,"['公立医院', '财务会计', '管理会计', '智慧医院', '高质量发展', '信息技术', '经济管理', '转型路径']"
智慧医院建设赋能医院高质量发展实践探析_郑诗庭.pdf,2024,"['医院', '高质量发展', '智慧医院', '信息化']"
探讨物联网技术在智慧医院建设中的应用.pdf,2023,"['智慧医院', '物联网', '应用建设', '服务功能']"
智慧医院建设之药剂智慧管理.pdf,2021,"['智慧医院', '智慧医疗', '智慧服务', '智慧管理', '药剂管理', '信息化', '5G技术', '人工智能', '电子病历', '医疗信息化']"
建设智慧信息化医院的技术.pdf,2018,"['医院智慧信息化系统', '公共安全系统', '综合布线系统', '计算机网络系统', '有线电视系统', '医疗辅助弱电系统', '高清远程会诊系统', '高清手术示教系统', '高清视频会议系统', 'ICU探视系统', '洁净手术室系统', '信息发布/分诊叫号系统', '数字互动电视系统', 'VIP高端病房系统', '全录播系统', '手机移动接入应用系统', '应急指挥系统']"
浅谈医院专用系统智能化设计.pdf,2019,"['医院专用系统', '智能化设计', '系统组成']"
立体可视化智慧医院管理云平台的构建与应用_王丽.pdf,2024,"['立体可视化', '智慧医院管理', '一体化', '一张图']"
达实应邀出席兰州研讨会共商智慧城市建设.pdf,2017,"['战略合作', '云计算', '物联网', '大数据', '智慧城市', '安防', '数据分析', '智能化配电', '医疗行业解决方案', '智慧医院一卡通解决方案']"
高质量发展背景下公立医院智慧结算的实践问题研究.pdf,2022,"['高质量发展', '公立医院', '智慧结算', '患者满意度', '医院运行效率']"
数字化转型推动医院门诊服务...评《数字化时代的智慧门诊》_徐乐.pdf,2024,"['数字化转型', '智慧门诊', '信息化建设', '患者体验', '医疗服务']"
智慧结算背景下医院统一支付对账平台的建设与实践.pdf,2022,"['智慧结算', '统一支付', '对账平台']"
某医院智能物流运输系统应用与启示分析.pdf,2021,"['智能运输', '智慧医院', '轨道箱式物流']"
“智慧消防”在医院消防安全管理中的应用研究.pdf,2021,"['智慧消防', '医院消防安全管理', '物联网', '大数据', '安全生产', '消防安全管理体系', '消防设施设备', '消防安全隐患', '消防安全监管']"
智慧医院评价指标研究.pdf,2024,"['智慧医院', '智慧医院模型', '评价指标', '医院信息标准化']"
基于数字化转型的智慧医院建设实践探索.pdf,2023,"['数字化转型', '智慧服务', '智慧医疗', '智慧管理', '医院高质量发展']"
智慧医疗背景下三甲医院开展医养结合的PEST分析.pdf,2021,"['智慧医疗', '医养结合', 'PEST分析']"
基于实战化安全运营的智慧医院网络安全保护体系构建与应用.pdf,2023,"['智慧医院', '实战化', '态势感知', '安全运营', '网络安全体系']"
大型公立医院基于“互联网+医疗健康”的智慧服务体系建设与探索.pdf,2020,"['互联网+医疗健康', '便民惠民应用', '医疗服务新模式', '互认共享']"
基于磁性医院标准的普外科智慧病房建设.pdf,2021,"['智慧病房', '磁性医院', '物联网']"
共享智慧中南大学湘雅二医院临床药学专科医联体启动.pdf,2018,"['医疗联盟', '临床药学', '医联体', '医院建院', '药学服务', '临床合理用药']"
智慧财务管理在公立医院财务管理中的应用探讨.pdf,2023,"['智慧财务管理', '公立医院', '财务管理制度', '财务管理风险', '财务管理工作人员素质', '智慧财务管理系统', '财务管理目标', '财务管理风险防控', '财务管理信息化']"
医院智慧服务满意度及提升拓展的实现路径研究.pdf,2023,"['智慧型医院', '智慧医疗服务', '就医体验', '满意度']"
高质量发展背景下创建国家级学科平台的实践与思考.pdf,2022,"['高质量发展', '国家医学中心', '区域医疗中心', '临床医学研究中心']"
未来已来：智慧医院正出发.pdf,2023,"['智慧医院', '信息化', '高质量发展', '电子病历', '智慧服务', '智慧管理', '数据安全', '医疗信息化', '智慧医疗', '智慧化转型升级']"
"从一线来,到临床去——上海长海医院云影像智慧医疗数据平台建设案例分享.pdf",2019,"['云影像', '智慧医疗', '数据平台', '医学影像', '互联网+医疗健康', '远程诊断', '影像大数据', '人工智能辅助诊断', '数字影像服务']"
公立医院智慧医养结合模式构建研究.pdf,2019,"['公立医院', '智慧医养结合模式', '分级诊疗']"
我国智慧医院发展的PEST分析.pdf,2019,"['PEST分析', '智慧医院', '智慧医疗', '互联网']"
智慧医院三大数据中心的技术体系及应用实践.pdf,2022,"['数据中心', '数据模型', '智慧医院']"
智慧医院背景下医院信息化建设存在的问题及解决策略.pdf,2022,"['智慧医院', '信息化建设', '互联互通']"
基于智慧医院理念的智慧型患者满意度调查平台构建.pdf,2022,"['智慧医疗', '智慧医院建设', '患者满意度', '智慧型患者满意度调查平台', '信息化建设', '医疗服务质量', '医疗大数据', '互联网+医疗', '医院智慧服务']"
构建智慧医院，提高门诊线上支付比例.pdf,2019,"['智慧医院', '线上支付', '医疗服务', '精细化管理', '互联网+医疗']"
基于智慧医疗的就医自助服务设计研究——以武汉中心医院为例.pdf,2016,"['就医自助', '服务系统', '体验设计', '智慧医疗', '互联网+', '服务流程', '互动服务平台', '用户体验', '医院信息化']"
儿童疾病与保健网络咨询在新冠疫情中的实践.pdf,2020,"['新型冠状病毒肺炎', '儿科疾病', '网络咨询', '疾病构成']"
智慧医院医疗数据安全交换平台的设计与实现.pdf,2021,"['智慧医院', '数据交换', '数据安全交换平台']"
长三角区域跨省新建分院管理问题与对策探析_李翠萍.pdf,2020,"['医院管理', '新建分院', '跨省', '长三角']"
BIM技术在现代智慧型医院运维中的应用实践探析.pdf,2023,"['BIM', '智慧医院', '运维管理', '应用技术']"
海鹚科技_开拓医疗蓝海的智慧医院.pdf,2017,"['移动智慧医院', '海鹚科技', 'B轮融资', '医院运营效率', '患者就医体验', '移动支付', '智慧医疗', '分级诊疗', '药品零加成', '医疗改革']"
新院建设与信息化.pdf,2014,"['新院建设', '信息化', '智慧医院', '绿色医院', '医院发展', '信息系统']"
求是创新谋发展美好幸福惠民生——泰安市中心医院发展侧记.pdf,2020,
河南省肿瘤医院：探索门诊慢特病智慧管理新模式.pdf,2024,"['门诊慢特病', '智慧管理', '医保政策', '信息化手段', '医疗质量', '患者体验', '医保精细化管理', '智能监控', '电子凭证应用', '医保便民服务', '医疗行为监管']"
淮安市妇幼保健院建设“智慧医院”的探索.pdf,2014,"['智慧医院', '建设', '探索']"
互联网医院模式下的医联体分级诊疗服务探索及初步实践.pdf,2021,"['互联网医院', '医联体', '分级诊疗', '智慧医院', '在线诊疗', '医联体转诊', '信息化建设']"
于广军：精细管理打造卓越医院.pdf,2019,"['精细管理', '卓越医院', '精品医院', '人文医院', '智慧医院', '学科建设', '医疗温度', '智慧医院建设', '信息化', '医疗服务']"
智能化管理统筹系统对智慧门诊建设必要性的探讨.pdf,2020,"['智慧医院', '统筹管理', '智慧门诊', '医院信息化']"
5G助力物联网技术发展不断丰富智慧医疗的定义.pdf,2019,"['5G网络', '自动驾驶', '物联网', '智慧医疗', '医院建设']"
关于医疗机构智慧安全监管模式的探讨.pdf,2022,
新一代信息技术加速智慧医疗进程.pdf,2021,"['智慧医疗', '5G', '大数据', '人工智能', '物联网', '医疗改革', '数字化转型', '远程医疗', '智能预问诊', '医疗健康信息化', '医保基金智能场景监控平台', '智慧医院后勤管理', '5G+医疗救援']"
"新发布的行动计划也勾勒出医疗信息化近期发展目标,CIO需关注这四个词!.pdf",2018,"['电子病历', '数据采集与传输', '信息安全保障', '平台化', '智慧医院', '大数据应用', '智能技术', '可穿戴设备', '预约诊疗', '远程诊疗', '区域平台化']"
基于Hadoop的医院智慧医疗信息管理系统设计_1.pdf,2019,"['Hadoop集群', '智慧医疗', '化工器械']"
浅谈智慧医院网络规划与设计_王东辰.pdf,2021,"['智慧医院', '网络系统', '设计']"
成都市各级医疗机构竞争力现状——基于第三方评价数据的分析.pdf,2021,"['医院竞争力', '分级诊疗', '成都']"
公立医院智慧后勤管理实践.pdf,2024,"['公立医院', '智慧后勤管理', '高质量发展', '数字化转型', '后勤保障团队建设']"
联想推出“智慧医院2.0”整体解决方案.pdf,2015,"['智慧医院', '医企联合', '整体解决方案', '信息化建设', '业务流程再造', '一站式服务']"
人工智能在医院就诊服务领域的应用.pdf,2020,"['人工智能', '就诊服务', '医患关系']"
医院信息化建设对公立医院的成效与作用.pdf,2018,"['医疗信息化', '医院信息化', '智慧医院', '大数据', '医院资源计划']"
